National_Dex,Pokemon,Form,RGBY,FrLg,GSC,RSE,DPPt,HgSs,BW,B2W2,XY,OrAs,SM,UsUm,PE,SwSh,BdSp,LA,SV,ZA
193,Yanma,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
194,Wooper,,[],['Fire Red'],"['Gold', 'Silver', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
194,Wooper,Paldean,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
195,Quagsire,,[],['Fire Red'],"['Gold', 'Silver', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
196,Espeon,,[],[],"['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
197,Umbreon,,[],[],"['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
198,Murkrow,,[],['Fire Red'],"['Gold', 'Silver', 'Crystal']",[],['Diamond'],"['Heart Gold', 'Soul Silver']",['Black'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],['Brilliant Diamond'],['Legends Arceus'],"['Scarlet', 'Violet']",[]
199,Slowking,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
199,Slowking,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
200,Misdreavus,,[],['Leaf Green'],"['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],['Shining Pearl'],['Legends Arceus'],['Violet'],[]
201,Unown,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
202,Wobbuffet,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
203,Girafarig,,[],[],"['Gold', 'Silver']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
204,Pineco,,[],[],"['Gold', 'Silver', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
205,Forretress,,[],[],"['Gold', 'Silver', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
206,Dunsparce,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
207,Gligar,,[],[],"['Gold', 'Crystal']",['Emerald'],['Platinum'],['Heart Gold'],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],['Brilliant Diamond'],['Legends Arceus'],['Scarlet'],[]
208,Steelix,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
209,Snubbull,,[],[],"['Gold', 'Silver', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
210,Granbull,,[],[],"['Gold', 'Silver', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
211,Qwilfish,,[],['Fire Red'],"['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
211,Qwilfish,Hisuian,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
212,Scizor,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
213,Shuckle,,[],[],"['Gold', 'Silver', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
214,Heracross,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']",['Y'],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
215,Sneasel,,[],['Leaf Green'],"['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
215,Sneasel,Hisuian,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
216,Teddiursa,,[],[],"['Gold', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']",['Soul Silver'],[],"['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],['Shining Pearl'],['Legends Arceus'],"['Scarlet', 'Violet']",[]
217,Ursaring,,[],[],"['Gold', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']",['Soul Silver'],[],"['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],['Shining Pearl'],['Legends Arceus'],"['Scarlet', 'Violet']",[]
218,Slugma,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
219,Magcargo,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
220,Swinub,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
221,Piloswine,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
222,Corsola,,[],[],"['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
222,Corsola,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
223,Remoraid,,[],['Leaf Green'],"['Gold', 'Silver']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
224,Octillery,,[],['Leaf Green'],"['Gold', 'Silver']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
225,Delibird,,[],['Fire Red'],"['Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']",['Soul Silver'],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
226,Mantine,,[],['Leaf Green'],"['Gold', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']",['Heart Gold'],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
227,Skarmory,,[],['Fire Red'],"['Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']",['Soul Silver'],[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
228,Houndour,,[],[],"['Gold', 'Silver', 'Crystal']",['Emerald'],['Platinum'],"['Heart Gold', 'Soul Silver']",['Black'],[],['X'],[],[],['Ultra Sun'],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
229,Houndoom,,[],[],"['Gold', 'Silver', 'Crystal']",['Emerald'],['Platinum'],"['Heart Gold', 'Soul Silver']",['Black'],[],['X'],[],[],['Ultra Sun'],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
230,Kingdra,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
231,Phanpy,,[],"['Fire Red', 'Leaf Green']","['Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']",['Heart Gold'],[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
232,Donphan,,[],"['Fire Red', 'Leaf Green']","['Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']",['Heart Gold'],[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
233,Porygon2,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
234,Stantler,,[],[],"['Gold', 'Silver', 'Crystal']",['Emerald'],['Platinum'],"['Heart Gold', 'Soul Silver']","['Black', 'White']",[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],['Shining Pearl'],['Legends Arceus'],"['Scarlet', 'Violet']",[]
235,Smeargle,,[],[],"['Gold', 'Silver', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
236,Tyrogue,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
237,Hitmontop,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
238,Smoochum,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
239,Elekid,,[],['Fire Red'],"['Gold', 'Silver', 'Crystal']",[],['Platinum'],"['Heart Gold', 'Soul Silver']",['White'],['White 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",['Brilliant Diamond'],['Legends Arceus'],"['Scarlet', 'Violet']",[]
240,Magby,,[],['Leaf Green'],"['Gold', 'Silver', 'Crystal']",[],['Platinum'],"['Heart Gold', 'Soul Silver']",['White'],['Black 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",['Shining Pearl'],['Legends Arceus'],"['Scarlet', 'Violet']",[]
241,Miltank,,[],[],"['Gold', 'Silver', 'Crystal']",['Emerald'],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
242,Blissey,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
243,Raikou,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",['Ultra Sun'],[],"['Sword', 'Shield']",['Brilliant Diamond'],[],['Scarlet'],[]
244,Entei,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",['Ultra Moon'],[],"['Sword', 'Shield']",['Brilliant Diamond'],[],['Scarlet'],[]
245,Suicune,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",['Brilliant Diamond'],[],['Scarlet'],[]
246,Larvitar,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']",['Y'],[],[],[],[],"['Sword', 'Shield']",['Brilliant Diamond'],[],['Scarlet'],['Legends ZA']
247,Pupitar,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']",['Y'],[],[],[],[],"['Sword', 'Shield']",['Brilliant Diamond'],[],['Scarlet'],['Legends ZA']
248,Tyranitar,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']",['Y'],[],[],[],[],"['Sword', 'Shield']",['Brilliant Diamond'],[],['Scarlet'],['Legends ZA']
249,Lugia,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']",['Alpha Sapphire'],"['Sun', 'Moon']",['Ultra Moon'],[],"['Sword', 'Shield']",['Shining Pearl'],[],['Violet'],[]
250,Ho-Oh,,[],"['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']","['Black', 'White']",[],[],['Omega Ruby'],"['Sun', 'Moon']",['Ultra Sun'],[],['Sword'],['Brilliant Diamond'],[],['Scarlet'],[]
251,Celebi,,[],[],['Crystal'],[],[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
252,Treecko,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
253,Grovyle,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
254,Sceptile,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
255,Torchic,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
256,Combusken,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
257,Blaziken,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
258,Mudkip,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
259,Marshtomp,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
260,Swampert,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']",[],"['Heart Gold', 'Soul Silver']",[],[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
261,Poochyena,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],['X'],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
262,Mightyena,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],['X'],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
263,Zigzagoon,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
263,Zigzagoon,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
264,Linoone,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
264,Linoone,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
265,Wurmple,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
266,Silcoon,,[],[],[],"['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
